Unnamed: 0,CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
2004,202004,53.0,1,1,13.0,2,2,2,1.0,4,3.0,1,4.0,0,1,0,1.0,0,29814.0
116,200116,34.0,1,1,11.0,3,0,2,4.0,3,5.0,3,3.0,0,2,0,0.0,3,26631.0
3099,203099,34.0,1,2,10.0,2,2,3,4.0,0,4.0,1,5.0,1,5,0,2.0,1,20955.0
4648,204648,23.0,1,1,15.0,2,2,4,6.0,0,5.0,1,3.0,0,1,0,2.0,1,21129.0
2229,202229,45.0,1,2,30.0,3,2,2,3.0,0,4.0,2,2.0,0,4,0,1.0,1,17177.0
3915,203915,50.0,0,1,15.0,2,2,4,5.0,1,4.0,1,3.0,0,1,0,1.0,2,23808.0
3562,203562,27.0,1,1,10.0,2,1,3,4.0,0,3.0,1,3.0,0,3,1,2.0,1,20739.0
631,200631,44.0,1,1,14.0,2,2,3,1.0,0,3.0,0,3.0,1,3,1,2.0,1,17818.0
3941,203941,43.0,1,3,15.0,3,2,3,4.0,1,4.0,1,2.0,0,3,1,1.0,2,25503.0
4553,204553,50.0,1,1,7.0,1,1,3,4.0,0,5.0,1,4.0,0,4,0,1.0,1,22258.0
1408,201408,23.0,1,1,18.0,2,2,3,3.0,0,3.0,2,2.0,0,5,1,0.0,1,17647.0
2000,202000,27.0,1,1,6.0,2,1,3,3.0,3,5.0,1,2.0,0,4,0,2.0,3,22412.0
3124,203124,37.0,1,1,14.0,2,2,4,4.0,0,3.0,3,4.0,0,3,0,3.0,1,23356.0
1632,201632,28.0,1,1,27.0,3,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17713.0
2449,202449,33.0,0,1,9.0,2,2,4,4.0,0,3.0,3,2.0,0,5,1,2.0,1,21746.0
1598,201598,22.0,1,1,8.0,1,2,3,3.0,0,3.0,1,1.0,0,5,1,0.0,1,17523.0
281,200281,42.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,0,3,1,0.0,2,19907.0
4702,204702,29.0,1,1,17.0,2,1,3,4.0,1,3.0,3,5.0,0,4,0,2.0,2,22338.0
4246,204246,55.0,0,1,27.0,2,0,3,4.0,1,3.0,3,5.0,0,4,0,2.0,2,23547.0
3128,203128,41.0,1,3,17.0,3,2,4,5.0,3,4.0,1,4.0,0,4,1,2.0,3,28383.0
3932,203932,54.0,1,3,9.0,2,1,4,5.0,4,3.0,1,4.0,0,3,0,1.0,0,34105.0
4809,204809,32.0,1,1,18.0,3,2,4,4.0,1,5.0,1,3.0,1,1,1,2.0,2,25511.0
2334,202334,41.0,0,1,11.0,2,2,3,4.0,0,5.0,1,7.0,0,3,0,1.0,1,17107.0
4882,204882,37.0,1,2,20.0,2,2,3,5.0,0,5.0,1,6.0,1,5,1,2.0,1,23317.0
4696,204696,31.0,1,1,27.0,2,2,3,4.0,1,5.0,1,2.0,0,4,0,2.0,2,28635.0
3857,203857,26.0,1,1,9.0,2,2,3,4.0,0,3.0,1,8.0,1,5,0,1.0,1,22655.0
1776,201776,32.0,1,3,13.0,2,2,3,4.0,1,3.0,1,2.0,0,3,1,0.0,2,20484.0
4642,204642,55.0,1,1,24.0,1,1,3,4.0,3,3.0,1,2.0,0,5,0,1.0,3,29417.0
2250,202250,28.0,0,1,30.0,1,2,3,4.0,3,5.0,3,2.0,0,1,1,1.0,3,23722.0
633,200633,36.0,1,2,14.0,2,2,3,4.0,0,5.0,0,1.0,0,2,1,2.0,1,17342.0
3020,203020,28.0,0,3,6.0,3,2,3,4.0,1,3.0,0,2.0,0,3,0,2.0,2,23020.0
1000,201000,52.0,1,1,14.0,2,1,2,3.0,0,5.0,0,1.0,0,1,1,1.0,1,17950.0
4605,204605,41.0,0,1,16.0,3,2,3,4.0,0,4.0,1,2.0,1,4,0,1.0,1,22295.0
4531,204531,45.0,1,1,11.0,3,2,3,4.0,1,4.0,3,2.0,0,1,1,2.0,2,24611.0
3194,203194,45.0,1,3,35.0,3,1,3,2.0,4,3.0,0,5.0,1,2,1,2.0,0,31998.0
1783,201783,33.0,0,1,11.0,2,1,3,3.0,3,4.0,1,7.0,0,3,1,1.0,3,26878.0
2288,202288,31.0,0,3,26.0,2,2,3,1.0,0,3.0,1,1.0,0,5,1,0.0,1,17791.0
3673,203673,41.0,1,1,15.0,2,1,4,4.0,1,5.0,1,4.0,1,1,0,1.0,2,25194.0
2868,202868,58.0,1,3,36.0,3,2,3,5.0,4,3.0,1,5.0,0,3,0,1.0,0,32796.0
124,200124,31.0,1,3,12.0,2,2,3,5.0,1,3.0,0,5.0,1,3,1,1.0,2,21172.0
1153,201153,18.0,0,3,9.0,3,1,3,3.0,0,3.0,2,2.0,1,5,0,1.0,1,16569.0
375,200375,49.0,1,1,13.0,2,2,2,4.0,3,3.0,3,1.0,0,2,1,1.0,3,25965.0
4156,204156,42.0,1,1,26.0,2,2,3,4.0,1,5.0,1,4.0,0,1,0,1.0,2,21750.0
2752,202752,59.0,0,1,7.0,2,2,3,6.0,1,3.0,1,4.0,1,2,1,2.0,2,24338.0
3592,203592,40.0,1,1,17.0,3,2,4,4.0,1,5.0,1,4.0,0,5,1,3.0,2,24055.0
2829,202829,31.0,0,1,11.0,1,2,3,4.0,0,3.0,2,20.0,1,4,1,2.0,1,20963.0
2672,202672,36.0,0,3,7.0,3,0,4,4.0,3,3.0,3,3.0,0,5,1,1.0,3,27467.0
3145,203145,54.0,1,3,9.0,3,2,3,4.0,4,3.0,1,8.0,0,3,1,1.0,0,33530.0
3972,203972,32.0,1,1,14.0,2,2,3,4.0,1,3.0,1,5.0,0,3,0,2.0,2,24593.0
378,200378,34.0,0,3,25.0,3,2,3,2.0,1,3.0,2,1.0,1,2,1,2.0,2,20304.0
1957,201957,20.0,1,1,6.0,2,1,2,4.0,0,4.0,2,2.0,0,4,0,1.0,1,17836.0
3406,203406,52.0,1,2,12.0,2,2,3,4.0,4,4.0,1,3.0,1,3,1,2.0,0,32704.0
185,200185,33.0,1,1,20.0,3,1,3,3.0,0,4.0,0,2.0,0,5,0,0.0,1,17756.0
1236,201236,36.0,1,3,19.0,3,2,3,4.0,1,5.0,1,6.0,1,1,1,0.0,2,21134.0
99,200099,44.0,0,1,29.0,3,2,3,3.0,1,4.0,0,5.0,0,3,1,0.0,2,17042.0
4828,204828,56.0,0,3,9.0,2,1,3,5.0,0,3.0,2,2.0,0,5,0,1.0,1,32255.0
2759,202759,44.0,0,1,17.0,2,1,3,4.0,0,3.0,2,2.0,0,5,0,2.0,1,21133.0
3450,203450,50.0,0,1,35.0,2,2,4,5.0,1,5.0,3,5.0,0,3,0,2.0,2,22962.0
250,200250,37.0,0,1,16.0,3,2,3,3.0,3,3.0,1,7.0,0,3,1,2.0,3,25048.0
4865,204865,42.0,0,3,16.0,2,2,3,6.0,4,3.0,1,2.0,0,5,1,2.0,0,24829.0
1295,201295,41.0,1,3,10.0,3,1,2,3.0,3,3.0,1,1.0,1,1,0,1.0,3,25447.0
3051,203051,50.0,1,3,18.0,3,1,3,4.0,3,3.0,0,3.0,0,4,0,2.0,3,26332.0
395,200395,43.0,0,1,27.0,3,2,3,3.0,0,3.0,0,1.0,0,4,0,2.0,1,17258.0
1858,201858,42.0,1,1,6.0,2,1,3,3.0,0,5.0,1,4.0,0,3,0,2.0,1,17576.0
221,200221,33.0,1,1,10.0,3,1,2,4.0,0,4.0,0,7.0,0,4,0,0.0,1,17622.0
1430,201430,38.0,1,1,16.0,3,1,2,5.0,3,3.0,1,4.0,0,1,1,1.0,3,28206.0
1391,201391,38.0,1,3,6.0,2,2,2,4.0,0,5.0,2,5.0,0,3,0,1.0,1,17858.0
4665,204665,51.0,0,3,7.0,2,1,4,4.0,1,3.0,1,2.0,0,1,0,2.0,2,25025.0
2212,202212,50.0,1,1,15.0,2,2,3,3.0,0,3.0,1,5.0,0,5,1,2.0,1,17380.0
3703,203703,31.0,1,1,23.0,2,2,3,2.0,1,3.0,1,5.0,0,1,1,1.0,2,23972.0
1915,201915,55.0,1,3,24.0,2,1,2,3.0,4,4.0,2,4.0,0,1,1,0.0,0,31835.0
2886,202886,37.0,0,3,17.0,3,2,3,4.0,3,3.0,2,3.0,0,2,1,2.0,3,28658.0
3081,203081,33.0,0,1,7.0,2,2,4,4.0,0,3.0,1,2.0,0,5,0,1.0,1,20992.0
741,200741,42.0,1,3,11.0,3,2,2,3.0,2,3.0,0,7.0,0,4,0,1.0,4,33303.0
2938,202938,35.0,1,3,21.0,1,1,3,4.0,0,3.0,1,3.0,1,5,1,2.0,1,21257.0
3328,203328,41.0,1,3,17.0,1,1,3,5.0,1,4.0,1,2.0,0,5,1,1.0,2,25530.0
254,200254,29.0,1,3,26.0,3,2,2,3.0,1,3.0,1,3.0,0,2,1,1.0,2,21931.0
1023,201023,56.0,1,1,6.0,2,1,2,3.0,0,5.0,0,3.0,0,5,1,1.0,1,17066.0
3644,203644,45.0,1,2,7.0,2,1,3,4.0,0,3.0,1,6.0,1,3,1,1.0,1,21873.0
4287,204287,28.0,1,1,7.0,3,2,3,4.0,0,4.0,1,3.0,0,3,0,1.0,1,22494.0
4771,204771,45.0,1,1,17.0,2,2,4,4.0,0,3.0,3,3.0,1,3,1,1.0,1,21614.0
2585,202585,46.0,1,1,36.0,3,2,3,4.0,0,3.0,3,7.0,0,2,1,1.0,1,22130.0
3834,203834,29.0,1,1,24.0,1,2,3,5.0,0,3.0,1,7.0,0,3,0,2.0,1,21045.0
3683,203683,32.0,0,1,31.0,1,0,2,4.0,1,3.0,3,4.0,0,1,1,1.0,2,23916.0
2223,202223,39.0,0,1,28.0,3,0,2,3.0,3,5.0,3,2.0,1,5,1,1.0,3,25880.0
1758,201758,26.0,1,1,22.0,3,2,2,3.0,0,4.0,1,3.0,1,1,1,0.0,1,17373.0
3155,203155,30.0,1,1,17.0,2,1,4,5.0,0,5.0,2,8.0,1,5,1,2.0,1,21082.0
1026,201026,32.0,1,3,13.0,3,2,3,3.0,1,3.0,0,5.0,0,5,1,1.0,2,24204.0
3674,203674,25.0,1,1,36.0,3,2,4,4.0,0,5.0,1,3.0,0,4,1,2.0,1,22585.0
220,200220,36.0,1,1,11.0,2,2,3,3.0,1,4.0,2,1.0,0,2,0,2.0,2,20914.0
3874,203874,39.0,1,1,17.0,3,1,3,6.0,3,3.0,1,5.0,0,1,1,2.0,3,31884.0
85,200085,56.0,1,1,13.0,2,2,2,5.0,3,3.0,3,5.0,0,2,0,0.0,3,22260.0
2998,202998,28.0,1,1,14.0,3,0,3,5.0,1,5.0,3,2.0,0,3,1,1.0,2,25489.0
1935,201935,46.0,0,1,24.0,3,1,2,3.0,3,3.0,1,6.0,0,3,0,1.0,3,25527.0
2834,202834,44.0,1,1,19.0,2,2,3,5.0,4,4.0,1,3.0,0,3,0,2.0,0,33014.0
4024,204024,52.0,0,1,7.0,3,0,2,5.0,3,5.0,3,5.0,0,1,1,1.0,3,26162.0
2940,202940,22.0,1,3,29.0,1,2,3,4.0,0,3.0,3,3.0,0,2,1,2.0,1,22125.0
2238,202238,40.0,1,3,32.0,3,2,3,3.0,1,5.0,1,2.0,0,1,1,2.0,2,23396.0
675,200675,31.0,1,3,13.0,2,2,2,4.0,0,3.0,0,4.0,0,4,1,1.0,1,17329.0
2115,202115,29.0,1,3,6.0,3,1,2,4.0,0,3.0,1,7.0,1,1,1,1.0,1,17800.0
4440,204440,40.0,1,1,9.0,1,1,4,5.0,1,3.0,3,3.0,0,1,1,2.0,2,23231.0
2286,202286,39.0,0,1,15.0,2,2,3,3.0,1,4.0,3,1.0,0,1,1,0.0,2,21782.0
1699,201699,29.0,1,1,24.0,3,2,2,4.0,0,3.0,2,2.0,1,3,0,0.0,1,17389.0
3851,203851,25.0,1,1,7.0,2,2,3,5.0,1,3.0,3,3.0,0,3,1,2.0,2,23295.0
4874,204874,42.0,1,1,15.0,3,1,4,4.0,0,5.0,1,3.0,1,3,0,3.0,1,22781.0
1978,201978,35.0,1,1,12.0,2,2,2,5.0,1,3.0,3,2.0,0,5,0,1.0,2,21646.0
3658,203658,45.0,1,1,9.0,2,1,4,2.0,3,3.0,1,3.0,1,4,1,1.0,3,26557.0
3729,203729,47.0,0,3,33.0,2,2,4,5.0,1,4.0,3,2.0,0,4,1,3.0,2,26669.0
2992,202992,44.0,0,3,22.0,2,2,3,5.0,1,3.0,0,5.0,0,5,0,2.0,2,25482.0
3543,203543,46.0,1,1,7.0,1,2,4,4.0,3,4.0,1,3.0,0,3,1,2.0,3,26119.0
3741,203741,27.0,1,2,27.0,3,1,4,4.0,0,4.0,1,2.0,1,3,0,2.0,1,20826.0
2728,202728,27.0,0,1,18.0,3,2,3,4.0,1,5.0,0,3.0,1,3,1,2.0,2,23419.0
4268,204268,31.0,0,3,32.0,1,1,3,4.0,1,3.0,1,2.0,1,3,1,2.0,2,23414.0
3725,203725,36.0,1,3,34.0,2,2,3,4.0,1,3.0,3,3.0,1,5,0,1.0,2,24491.0
1028,201028,41.0,1,1,11.0,3,2,2,1.0,0,3.0,0,3.0,1,1,1,1.0,1,17127.0
477,200477,50.0,0,2,9.0,3,2,2,3.0,2,4.0,0,2.0,0,2,1,0.0,4,33200.0
194,200194,45.0,0,1,8.0,3,2,3,4.0,4,3.0,0,1.0,0,4,1,0.0,0,31792.0
1649,201649,38.0,1,1,15.0,2,1,3,3.0,0,3.0,2,2.0,0,1,1,2.0,1,17288.0
2062,202062,47.0,1,1,8.0,2,1,2,3.0,4,3.0,1,2.0,1,4,1,0.0,0,31752.0
1349,201349,26.0,1,1,6.0,2,1,2,4.0,0,3.0,1,2.0,1,4,0,0.0,1,17933.0
4432,204432,39.0,1,3,14.0,3,1,3,5.0,1,3.0,3,2.0,0,1,1,1.0,2,22706.0
2064,202064,29.0,1,1,29.0,2,2,2,1.0,0,3.0,1,2.0,0,1,1,1.0,1,17700.0
4441,204441,33.0,1,3,17.0,3,2,3,4.0,1,3.0,3,3.0,0,4,1,2.0,2,24074.0
3690,203690,31.0,0,2,15.0,2,1,4,5.0,0,3.0,1,8.0,0,5,1,3.0,1,20858.0
2235,202235,38.0,0,1,9.0,2,2,2,3.0,0,3.0,1,4.0,0,3,1,0.0,1,17821.0
355,200355,26.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,0,5,1,0.0,2,20296.0
4662,204662,27.0,0,3,36.0,3,2,4,6.0,1,5.0,3,2.0,0,3,1,2.0,2,23647.0
1260,201260,32.0,0,1,11.0,1,2,3,3.0,0,4.0,2,3.0,0,3,1,1.0,1,17718.0
3528,203528,35.0,1,3,7.0,1,2,4,5.0,3,3.0,0,3.0,1,1,1,2.0,3,25761.0
3488,203488,50.0,1,1,12.0,1,2,4,4.0,1,3.0,0,4.0,0,3,0,1.0,2,25329.0
4817,204817,30.0,0,1,17.0,2,0,3,5.0,0,3.0,3,3.0,0,4,1,1.0,1,25301.0
1366,201366,39.0,0,3,27.0,2,1,2,5.0,1,3.0,1,7.0,0,5,0,0.0,2,20736.0
2346,202346,20.0,1,3,27.0,3,2,2,1.0,0,3.0,2,2.0,0,3,1,1.0,1,17678.0
609,200609,43.0,1,1,20.0,2,2,3,3.0,4,5.0,0,7.0,0,5,1,0.0,0,32159.0
1789,201789,32.0,1,3,14.0,1,1,3,4.0,1,4.0,1,2.0,1,1,1,2.0,2,20228.0
2727,202727,56.0,1,1,27.0,1,2,3,4.0,1,3.0,0,5.0,1,2,1,2.0,2,24093.0
2762,202762,28.0,1,1,12.0,2,1,3,4.0,0,4.0,2,3.0,1,3,0,2.0,1,21156.0
2373,202373,29.0,0,1,16.0,2,1,2,4.0,0,3.0,3,2.0,0,4,1,0.0,1,21623.0
4551,204551,33.0,0,1,7.0,2,2,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,20992.0
3148,203148,36.0,1,3,10.0,2,2,4,4.0,3,3.0,1,8.0,0,5,0,2.0,3,26501.0
1059,201059,35.0,1,3,13.0,2,2,3,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17404.0
17,200017,22.0,0,1,22.0,3,2,3,2.0,0,3.0,1,2.0,1,3,0,0.0,1,17935.0
3550,203550,31.0,1,3,7.0,2,2,4,5.0,1,5.0,1,3.0,0,4,1,2.0,2,28392.0
3423,203423,35.0,1,1,36.0,3,2,3,4.0,1,3.0,0,6.0,0,3,0,1.0,2,24107.0
473,200473,49.0,1,1,24.0,2,2,2,4.0,2,3.0,1,2.0,1,3,0,1.0,4,34502.0
2696,202696,30.0,1,1,22.0,2,2,3,4.0,0,3.0,2,3.0,0,3,0,1.0,1,21018.0
4600,204600,42.0,1,1,13.0,3,2,3,4.0,0,5.0,3,4.0,1,4,1,2.0,1,23399.0
2147,202147,49.0,1,1,14.0,2,1,2,3.0,3,4.0,1,5.0,0,4,0,1.0,3,22403.0
3530,203530,51.0,0,1,29.0,3,2,3,6.0,4,3.0,2,3.0,1,1,1,2.0,0,33089.0
3830,203830,27.0,1,1,7.0,3,2,4,4.0,0,5.0,3,2.0,0,5,1,3.0,1,21545.0
922,200922,44.0,1,1,10.0,2,2,3,1.0,2,5.0,1,2.0,0,5,1,2.0,4,34190.0
369,200369,31.0,1,1,15.0,2,2,2,4.0,0,4.0,2,1.0,1,3,1,0.0,1,17657.0
2159,202159,20.0,1,1,10.0,1,2,2,3.0,0,5.0,2,2.0,0,3,1,0.0,1,17973.0
4070,204070,52.0,1,1,14.0,3,2,3,5.0,1,3.0,1,4.0,0,3,1,2.0,2,24810.0
4421,204421,30.0,1,3,10.0,3,1,4,4.0,1,3.0,1,3.0,0,1,0,1.0,2,24239.0
4324,204324,31.0,1,1,9.0,2,0,3,6.0,1,3.0,3,4.0,0,1,1,1.0,2,24769.0
49,200049,35.0,1,1,14.0,2,2,2,2.0,0,3.0,0,2.0,0,5,1,1.0,1,17269.0
683,200683,25.0,1,3,25.0,3,2,2,4.0,0,4.0,0,2.0,1,2,0,0.0,1,17413.0
3847,203847,40.0,1,3,22.0,3,2,4,4.0,4,5.0,2,2.0,0,1,1,3.0,0,32019.0
209,200209,46.0,1,1,6.0,3,2,3,3.0,3,5.0,1,1.0,0,2,0,0.0,3,24396.0
3477,203477,32.0,0,1,7.0,2,0,4,2.0,3,4.0,3,3.0,0,3,1,3.0,3,26124.0
669,200669,39.0,1,1,12.0,3,2,3,3.0,0,5.0,0,1.0,1,2,1,1.0,1,17404.0
1923,201923,26.0,0,2,23.0,2,1,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0
4734,204734,36.0,0,3,18.0,3,2,3,4.0,1,3.0,1,3.0,0,5,1,2.0,2,23646.0
3541,203541,25.0,1,1,28.0,1,2,3,5.0,0,5.0,1,2.0,0,3,0,1.0,1,20974.0
3853,203853,41.0,0,1,18.0,1,1,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,25001.0
1743,201743,37.0,1,3,12.0,3,2,3,3.0,1,3.0,1,5.0,0,3,1,0.0,2,21502.0
47,200047,37.0,1,1,25.0,2,2,3,3.0,0,4.0,0,5.0,0,4,1,1.0,1,18022.0
1438,201438,23.0,0,3,15.0,3,2,2,3.0,0,5.0,1,2.0,0,5,1,0.0,1,16790.0
827,200827,28.0,0,1,12.0,2,2,2,4.0,0,3.0,1,2.0,1,4,1,0.0,1,17703.0
4532,204532,26.0,1,1,9.0,3,2,4,2.0,0,5.0,3,2.0,0,1,0,2.0,1,22102.0
4439,204439,25.0,1,3,10.0,2,1,4,4.0,1,3.0,3,2.0,0,1,1,2.0,2,23255.0
1856,201856,37.0,1,1,20.0,2,1,3,3.0,0,5.0,1,2.0,0,4,1,1.0,1,18034.0
2575,202575,51.0,0,3,19.0,3,0,4,4.0,3,3.0,3,6.0,0,5,0,1.0,3,27886.0
2360,202360,54.0,0,1,7.0,2,1,2,3.0,3,3.0,1,1.0,0,5,0,1.0,3,25502.0
4810,204810,32.0,1,1,31.0,3,0,4,5.0,1,5.0,3,3.0,0,5,1,1.0,2,25490.0
179,200179,38.0,1,1,15.0,2,1,3,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17288.0
4329,204329,35.0,0,3,13.0,3,1,3,6.0,0,3.0,1,2.0,0,4,0,2.0,1,21029.0
3065,203065,37.0,1,3,7.0,2,2,3,4.0,1,3.0,0,3.0,1,3,1,2.0,2,24879.0
3577,203577,44.0,1,1,34.0,1,2,3,2.0,0,4.0,1,7.0,0,5,1,2.0,1,23554.0
3274,203274,42.0,1,1,19.0,2,2,3,4.0,0,3.0,0,5.0,1,3,1,1.0,1,23444.0
3163,203163,48.0,1,3,11.0,2,1,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0
777,200777,21.0,1,1,16.0,2,1,2,4.0,0,5.0,2,2.0,0,3,1,0.0,1,16416.0
3197,203197,40.0,0,1,29.0,3,1,3,4.0,3,5.0,2,3.0,1,5,1,1.0,3,29558.0
2221,202221,50.0,0,3,6.0,2,1,3,3.0,1,3.0,1,1.0,0,1,0,1.0,2,21347.0
3988,203988,37.0,1,1,13.0,2,1,3,2.0,0,3.0,1,5.0,0,1,0,1.0,1,21716.0
4520,204520,35.0,0,1,23.0,2,1,4,5.0,0,3.0,2,3.0,0,5,1,3.0,1,21231.0
1015,201015,34.0,0,1,6.0,2,2,3,3.0,0,5.0,1,6.0,0,1,1,2.0,1,17996.0
599,200599,36.0,1,2,19.0,2,2,2,3.0,0,4.0,0,5.0,0,3,1,0.0,1,17143.0
864,200864,41.0,0,1,11.0,2,2,3,4.0,0,5.0,1,7.0,0,3,1,0.0,1,17107.0
4344,204344,36.0,1,1,29.0,2,2,3,6.0,0,3.0,3,2.0,0,4,1,2.0,1,22908.0
722,200722,38.0,0,1,16.0,3,2,3,3.0,0,3.0,0,1.0,0,5,0,2.0,1,17684.0
1607,201607,39.0,1,3,10.0,2,1,2,4.0,1,3.0,1,5.0,0,5,1,1.0,2,20902.0
660,200660,58.0,0,1,8.0,2,2,2,4.0,0,3.0,1,1.0,1,2,0,0.0,1,17380.0
326,200326,39.0,0,1,5.0,3,2,2,4.0,2,3.0,0,2.0,0,5,1,1.0,4,34272.0
305,200305,36.0,0,1,30.0,2,1,2,3.0,1,4.0,0,1.0,0,3,0,0.0,2,20674.0
4323,204323,43.0,0,1,36.0,2,1,4,4.0,1,3.0,1,4.0,0,3,1,2.0,2,23234.0
4763,204763,44.0,1,3,16.0,3,0,3,6.0,1,3.0,3,2.0,0,1,0,1.0,2,24024.0
1137,201137,22.0,0,1,32.0,2,1,2,4.0,0,3.0,1,2.0,1,3,0,0.0,1,17814.0
2417,202417,52.0,0,3,13.0,3,1,3,3.0,0,3.0,1,3.0,1,4,1,2.0,1,23446.0
1027,201027,34.0,1,1,6.0,2,1,2,4.0,0,4.0,0,6.0,0,1,1,1.0,1,18294.0
1365,201365,29.0,0,3,30.0,1,2,2,1.0,0,5.0,2,2.0,0,3,1,1.0,1,16091.0
3784,203784,37.0,1,3,17.0,1,1,4,5.0,1,3.0,1,3.0,1,1,1,3.0,2,24351.0
4037,204037,52.0,1,1,13.0,2,2,3,4.0,2,3.0,2,2.0,0,5,1,2.0,4,38215.0
1805,201805,40.0,1,3,6.0,3,2,2,5.0,1,3.0,1,3.0,1,3,1,0.0,2,22457.0
4757,204757,27.0,1,1,10.0,3,2,3,2.0,0,3.0,1,3.0,0,5,1,2.0,1,23098.0
3140,203140,46.0,0,1,11.0,2,2,3,4.0,1,4.0,0,3.0,0,4,1,2.0,2,23125.0
1177,201177,50.0,1,1,23.0,2,1,2,4.0,3,5.0,1,6.0,0,3,1,0.0,3,28269.0
896,200896,31.0,1,1,30.0,3,1,3,4.0,1,5.0,3,2.0,0,5,0,2.0,2,21812.0
1609,201609,30.0,1,2,15.0,2,2,2,3.0,1,3.0,1,1.0,1,3,1,1.0,2,21347.0
2835,202835,41.0,1,1,9.0,3,1,4,5.0,1,3.0,0,8.0,0,5,1,1.0,2,22126.0
730,200730,30.0,1,1,14.0,2,1,3,1.0,3,5.0,0,1.0,1,2,0,2.0,3,26416.0
3489,203489,41.0,1,1,9.0,3,2,4,4.0,0,3.0,1,4.0,0,1,0,1.0,1,21023.0
1329,201329,29.0,1,2,12.0,3,2,2,4.0,0,4.0,1,2.0,0,3,1,1.0,1,17804.0
2671,202671,30.0,0,3,7.0,3,1,3,4.0,3,3.0,0,3.0,0,3,1,1.0,3,26596.0
4321,204321,46.0,1,1,17.0,2,2,4,4.0,0,3.0,1,5.0,0,5,0,3.0,1,21332.0
3122,203122,49.0,1,1,27.0,3,2,3,4.0,0,3.0,0,6.0,0,2,0,1.0,1,20937.0
1114,201114,48.0,1,1,21.0,2,1,3,3.0,0,5.0,1,1.0,0,1,1,0.0,1,17367.0
3189,203189,56.0,0,1,25.0,3,2,4,4.0,1,4.0,0,5.0,1,5,1,3.0,2,25063.0
3118,203118,59.0,1,1,12.0,1,1,3,5.0,3,4.0,1,4.0,1,5,1,2.0,3,29230.0
3182,203182,40.0,1,1,7.0,2,1,4,5.0,4,3.0,0,3.0,0,3,0,2.0,0,31420.0
4661,204661,39.0,1,3,10.0,2,2,3,4.0,1,3.0,3,2.0,1,3,1,1.0,2,25539.0
3112,203112,29.0,1,1,16.0,3,1,4,4.0,0,3.0,1,7.0,0,3,1,2.0,1,21055.0
3568,203568,40.0,1,3,13.0,3,2,3,2.0,3,3.0,1,4.0,0,4,1,2.0,3,26915.0
2876,202876,35.0,1,1,9.0,2,2,4,5.0,0,3.0,1,5.0,0,5,1,1.0,1,21446.0
2795,202795,33.0,1,1,9.0,3,1,4,4.0,0,4.0,0,3.0,0,4,0,1.0,1,21048.0
3820,203820,39.0,1,1,16.0,2,2,4,4.0,0,3.0,1,4.0,0,1,1,2.0,1,23449.0
2913,202913,33.0,0,3,18.0,2,2,3,3.0,1,3.0,0,2.0,0,3,1,2.0,2,23385.0
1673,201673,40.0,1,1,25.0,3,2,1,3.0,1,3.0,1,1.0,1,1,1,0.0,2,17741.0
4633,204633,48.0,1,3,11.0,2,1,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0
2448,202448,28.0,1,1,9.0,3,2,3,4.0,0,4.0,0,2.0,0,5,1,1.0,1,22146.0
4811,204811,60.0,1,3,10.0,2,0,3,5.0,1,3.0,3,7.0,0,3,0,1.0,2,23849.0
2499,202499,34.0,0,1,7.0,2,1,4,4.0,3,3.0,2,3.0,1,2,1,1.0,3,32136.0
312,200312,31.0,1,1,8.0,2,2,2,3.0,0,3.0,1,1.0,1,4,1,1.0,1,17695.0
537,200537,27.0,0,1,16.0,2,2,2,3.0,3,5.0,1,2.0,0,3,1,0.0,3,23793.0
3001,203001,36.0,0,1,9.0,2,1,4,4.0,1,5.0,1,4.0,0,4,0,1.0,2,23771.0
2178,202178,36.0,0,3,14.0,1,2,2,3.0,1,3.0,1,5.0,0,3,1,1.0,2,20079.0
3884,203884,37.0,0,1,11.0,2,1,4,4.0,1,4.0,1,2.0,0,3,1,2.0,2,23809.0
4259,204259,24.0,1,1,33.0,2,2,3,4.0,0,3.0,1,3.0,0,1,0,2.0,1,21582.0
1684,201684,30.0,1,1,9.0,1,1,2,3.0,0,5.0,2,6.0,1,4,0,0.0,1,17657.0
2523,202523,47.0,1,2,12.0,3,2,4,4.0,1,4.0,1,2.0,1,5,0,2.0,2,23699.0
803,200803,34.0,0,1,9.0,2,2,2,4.0,0,3.0,0,4.0,0,2,1,0.0,1,17979.0
3718,203718,32.0,1,3,36.0,3,1,4,5.0,1,3.0,1,3.0,0,3,1,1.0,2,24146.0
